Open,High,Low,Close,Volume,SMA_10,SMA_20,SMA_50,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,BB_Width
0.05049003855716991,0.047880024867328924,0.049918137987926686,0.05022802395565365,0.23213463541996665,0.037702237804148886,0.03217572065998148,0.014698647702775125,0.6390720085478364,0.5160328928175302,0.5010882799220875,0.5305765658992319,0.029167508017890503,0.03971332665015237,0.05361612466651957
0.047847379368782444,0.04747644007696125,0.05029701008940332,0.05053203866079911,0.1662938361588196,0.03824438692444643,0.0330249023134761,0.014925573518129731,0.5856675577040618,0.5142983631082747,0.5021103517229375,0.5229029108214327,0.028385818523779166,0.04225407650089069,0.038250839331508725
0.04806507493846221,0.045861717654172324,0.04964128735184445,0.04962006505515135,0.33188375440445633,0.03851322329189799,0.03340356826943458,0.015133287739195311,0.4776689454392838,0.511573659181165,0.5023201914693607,0.5144709277116714,0.02849656437389017,0.0429029084754865,0.03582092131752187
0.04613398400710242,0.043483168584322024,0.04387209201446127,0.045683127505859095,0.2726691757252926,0.038287457662794344,0.03361963360752046,0.01522843666433965,0.4243000116446867,0.5052678643392786,0.5010813879785467,0.4994322017196606,0.028273537588584002,0.043574813797328915,0.03167905135303969
0.04311373513859998,0.042517289027460686,0.04573691643421582,0.045596282949576766,0.13553910844187161,0.03807506330558008,0.03387484186363798,0.015258865027190427,0.4290403097355524,0.4998382806309393,0.4988791321004877,0.4894303626983698,0.027883321155092428,0.04450207979504589,0.025566288523817947
0.04282329042026686,0.04005210283142943,0.040375506310963344,0.0398499232054389,0.3085294824327383,0.03751658599071345,0.033889898336621205,0.01518293809137572,0.41043515813509834,0.4898504057569179,0.49488926620722556,0.4708727382203895,0.02782917421874656,0.044589592865489025,0.024906016337852603
0.035505010621469074,0.03657780581557371,0.03650017291110888,0.03634711442450708,0.3526171558684963,0.03631495628639625,0.03361511434303888,0.015030189726502496,0.3280069048508753,0.4785087126129468,0.4891673071220469,0.4528914477022763,0.028807398090758246,0.043002968334707126,0.03686015364354336
0.03316720681329963,0.03259894521388554,0.03116790857041679,0.030687599236651625,0.3480254145922456,0.03408102290847387,0.03282013574780107,0.014753560544260413,0.2557945601707687,0.4642133451578611,0.4814007778537933,0.4316662557679663,0.030942446054081002,0.0391453128366831,0.06475354309230025
0.03270254242554779,0.037183260891724995,0.033353230495673264,0.04202103711249819,0.313362737373519,0.032751647391224936,0.032353386307735155,0.014696000085933747,0.4424426451489039,0.4637002357061548,0.4750730917261102,0.4466032445173781,0.03054248470873308,0.03862324322942429,0.06521247030575117
0.04084855235149923,0.040138634061441275,0.03405261680574975,0.035608947447738376,0.34696991042874387,0.03102421605594402,0.0315968037355876,0.014438941126881433,0.405646010595728,0.45735190578752083,0.4685947789556129,0.44503955184954236,0.030665874352846484,0.036963576558412814,0.07338549803190919
0.031511929890205986,0.03274316395491181,0.03153218050783821,0.0329166956931963,0.35438328665808444,0.029247771194808758,0.03072052360899946,0.014151035924346134,0.3491239119901699,0.4499920818484589,0.4617703242215689,0.44144616597625785,0.0309406319397795,0.034902365750638875,0.08412082975827628
