Date,Close,High,Low,Open,Volume
2018-01-02,40.30417251586914,40.31353343162475,39.60225378021744,39.812831542998936,102223600
2018-01-03,40.297157287597656,40.839976206320266,40.23398716613362,40.36734988159022,118071600
2018-01-04,40.48434066772461,40.58728934054545,40.26206707148543,40.36969263296612,89738400
2018-01-05,40.94525909423828,41.03182792816311,40.48901263550257,40.58026192724971,94640000
2018-01-08,40.79318618774414,41.08799082619294,40.6949144047839,40.79318618774414,82271200
2018-01-09,40.788490295410156,40.959289488524796,40.57323568638315,40.83996461171473,86336000
2018-01-10,40.77914047241211,40.78148248660823,40.477316963030724,40.51475348873273,95839600
2018-01-11,41.01076889038086,41.05990476936201,40.825931873561046,40.84932702105531,74670800
2018-01-12,41.43426513671875,41.49743882718429,41.09734354776063,41.22134891451,101672400
2018-01-16,41.22369384765625,41.972406559387096,41.211994486349994,41.623785585266006,118263600
2018-01-17,41.90456008911133,41.939654606330926,40.961649311607026,41.214336975876456,137547200
2018-01-18,41.94198226928711,42.138522225627405,41.705670917084234,41.967719432013624,124773600
2018-01-19,41.75480651855469,42.01685503172588,41.509134252385074,41.78990102651753,129700400
2018-01-22,41.413204193115234,41.59570277343954,41.319616459154176,41.48339677865763,108434400
2018-01-23,41.42256546020508,41.98410262756551,41.37109470075366,41.48340070616833,130756400
2018-01-24,40.76276397705078,41.48340102680674,40.52411058982438,41.47170166632772,204420400
2018-01-25,40.03511047363281,40.93356571913233,39.899405738092184,40.83061705285022,166116000
2018-01-26,40.128692626953125,40.243340638442135,39.78943262048329,40.243340638442135,156572000
2018-01-29,39.298095703125,39.81283544569889,39.089859933941504,39.81283544569889,202561600
2018-01-30,39.06645965576172,39.16004739790291,38.53534011524448,38.7295380718238,184192800
2018-01-31,39.174072265625,39.41038712722927,38.956479230438624,39.04304804183849,129915600
2018-02-01,39.255977630615234,39.452514033583086,39.01732424407224,39.11325400152449,188923200
2018-02-02,37.55265808105469,39.026688364620185,37.45907033009402,38.839509292555,346375200
2018-02-05,36.61443328857422,38.34349348511633,36.499785241985236,37.225102915236285,290954000
2018-02-06,38.14460372924805,38.30604561047682,36.031828610000396,36.226026556250716,272975200
2018-02-07,37.328033447265625,38.231168949040736,37.21806947306256,38.15863792407695,206434400
2018-02-08,36.300899505615234,37.66964260600261,36.27282389580829,37.50352025097628,217562000
2018-02-09,36.74491500854492,37.0926057952475,35.295416555680326,36.8999676132487,282690400
2018-02-12,38.22494125366211,38.5021531573578,37.003319024356685,37.235897847142596,243278000
2018-02-13,38.60788345336914,38.70420433662891,37.975929558630334,38.04640834113016,130196800
2018-02-14,39.319705963134766,39.359643097700136,38.264886694786455,38.30247226663081,162579600
2018-02-15,40.639991760253906,40.66348229136409,39.70263246077714,39.88822307075236,204588800
2018-02-16,40.5084228515625,41.069901295642566,40.35337390152805,40.49197984104744,160704400
2018-02-20,40.37217712402344,40.938348059316176,40.27115672319348,40.419161773030865,135722000
2018-02-21,40.18893814086914,40.90546216900995,40.17483951865487,40.6024081083395,149886400
2018-02-22,40.524898529052734,40.86554188670463,40.3393078174054,40.36045038239673,123967600
2018-02-23,41.22966384887695,41.264901443927855,40.76920562691521,40.799747265758924,135249600
2018-02-26,42.044857025146484,42.14352586821339,41.396460234407215,41.429349848762854,152648800
2018-02-27,41.90860366821289,42.39959996000254,41.85457149250912,42.07540332108041,155712400
2018-02-28,41.84516906738281,42.43248618806671,41.82872605204726,42.1129855310267,151128400
2018-03-01,41.1121940612793,42.235143989434334,40.56246615530191,41.94383343816568,195208000
2018-03-02,41.396461486816406,41.417604042820585,40.51313424362813,40.59536007435443,153816000
2018-03-05,41.539764404296875,41.75589666087064,40.999431970512966,41.16153205911804,113605600
2018-03-06,41.504520416259766,41.875705218061974,41.37766151208119,41.79583096044218,95154000
2018-03-07,41.119239807128906,41.31188151451228,40.94069671967741,41.098097254279125,126814000
2018-03-08,41.56795883178711,41.61024394557519,41.128646754391646,41.22496404180873,95096400
2018-03-09,42.282135009765625,42.286834550653744,41.67367530628129,41.807585336347394,128740800
2018-03-12,42.690914154052734,42.84831473803731,42.33617584549344,42.354966841900726,128828400
2018-03-13,42.27978515625,43.109076643598875,42.10828956078416,42.895292351414525,126774000
2018-03-14,41.92034149169922,42.408989697640614,41.77233645097069,42.362005051524825,117473600
2018-03-15,41.96968460083008,42.34322105481381,41.83343016846324,41.934447003614444,90975200
2018-03-16,41.8216667175293,42.08008402680022,41.72769385395043,41.969668152531426,157618800
2018-03-19,41.182682037353516,41.692472927584866,40.79740210449804,41.65723533010099,133787200
